WigleWifi-1.4,appRelease=20190201,model=Kismet,release=2019.02.01.6,device=kismet,display=kismet,board=kismet,brand=kismet
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-81,36.0987586975,-80.2600250244,250.367996,0,WIFI
A0:39:EE:89:79:B2,MySpectrumWiFiac-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-88,36.0987586975,-80.2600250244,250.367996,0,WIFI
B0:2A:43:EA:65:EF,Hammond Household,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-87,36.0987586975,-80.2600250244,250.367996,0,WIFI
70:77:81:DC:19:3A,WIFIDC1936,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,10,-83,36.0987586975,-80.2600250244,250.367996,0,WIFI
CC:AB:2C:02:E8:38,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,64,-86,36.0987586975,-80.2600250244,250.367996,0,WIFI
CC:AB:2C:02:E8:38,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,64,-87,36.0987586975,-80.2600250244,250.367996,0,WIFI
CC:AB:2C:02:E8:38,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,64,-88,36.0987586975,-80.2600250244,250.367996,0,WIFI
CC:AB:2C:02:E8:38,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,64,-86,36.0987586975,-80.2600250244,250.367996,0,WIFI
10:DA:43:D4:32:A4,4Corners - Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:11,3,-81,36.0987510681,-80.2600097656,244.962006,0,WIFI
E0:22:04:82:1C:51,Frivasd1310,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,7,-73,36.0987510681,-80.2600097656,244.962006,0,WIFI
E0:22:04:82:1C:53,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,7,-70,36.0987510681,-80.2600097656,244.962006,0,WIFI
FE:EC:DA:A4:BA:55,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,7,-88,36.0987510681,-80.2600097656,244.962006,0,WIFI
E0:22:04:82:1C:53,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:16,7,-78,36.0987510681,-80.2600097656,244.962006,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-84,36.0986022949,-80.2601089478,267.510010,0,WIFI
CC:AB:2C:02:E8:34,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
E4:D5:3D:55:20:B8,Alan17,[WPA-PSK-CCMP+TKIP][ESS],2021-01-11 09:17:10,1,-82,36.0986022949,-80.2601089478,267.510010,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-89,36.0986022949,-80.2601089478,267.510010,0,WIFI
CC:AB:2C:02:E8:34,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-87,36.0986022949,-80.2601089478,267.510010,0,WIFI
E4:D5:3D:55:20:B8,Alan17,[WPA-PSK-CCMP+TKIP][ESS],2021-01-11 09:17:10,1,-82,36.0986022949,-80.2601089478,267.510010,0,WIFI
40:4C:77:76:F4:3C,MySpectrumWiFi3B-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-80,36.0986022949,-80.2601089478,267.510010,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-81,36.0986022949,-80.2601089478,267.510010,0,WIFI
B0:2A:43:EA:65:EF,Hammond Household,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-89,36.0986022949,-80.2601089478,267.510010,0,WIFI
FE:EC:DA:A4:BA:55,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-80,36.0986022949,-80.2601089478,267.510010,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-82,36.0986022949,-80.2601089478,267.510010,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0986022949,-80.2601089478,267.510010,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-79,36.0986022949,-80.2601089478,267.510010,0,WIFI
B0:2A:43:EA:65:EF,Hammond Household,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
FE:EC:DA:A4:BA:55,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-80,36.0986022949,-80.2601089478,267.510010,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-80,36.0986022949,-80.2601089478,267.510010,0,WIFI
A0:39:EE:89:79:B2,MySpectrumWiFiac-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0986022949,-80.2601089478,267.510010,0,WIFI
FC:EC:DA:A4:BA:55,JHA,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0986022949,-80.2601089478,267.510010,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-83,36.0986022949,-80.2601089478,267.510010,0,WIFI
CC:AB:2C:02:E8:3C,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985984802,-80.2600936890,266.260986,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-84,36.0985984802,-80.2600936890,266.260986,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-87,36.0985984802,-80.2600936890,266.260986,0,WIFI
D4:04:CD:B4:37:54,ATTbX8MTWa,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-87,36.0985984802,-80.2600936890,266.260986,0,WIFI
D4:04:CD:B4:37:54,ATTbX8MTWa,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-88,36.0985984802,-80.2600936890,266.260986,0,WIFI
F8:B4:6A:F3:42:25,DIRECT-24-HP OfficeJet 3830,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:20,3,-85,36.0985984802,-80.2600936890,266.260986,0,WIFI
F8:B4:6A:F3:42:25,DIRECT-24-HP OfficeJet 3830,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:20,3,-86,36.0985984802,-80.2600936890,266.260986,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,7,-87,36.0985984802,-80.2600936890,266.260986,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-77,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-76,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-77,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-75,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-75,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DA:E5:26,WIFIDAE521-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-80,36.0985717773,-80.2600936890,268.993988,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-78,36.0985717773,-80.2600936890,268.993988,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-87,36.0985717773,-80.2600936890,268.993988,0,WIFI
CC:AB:2C:02:E8:3C,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-85,36.0985717773,-80.2600936890,268.993988,0,WIFI
D4:04:CD:B4:37:54,ATTbX8MTWa,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DA:E5:26,WIFIDAE521-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-80,36.0985717773,-80.2600936890,268.993988,0,WIFI
AC:EC:80:A8:E7:05,STRONGER DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-84,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-76,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-76,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-76,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-76,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-77,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D5,WIFIDD2AD0-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-77,36.0985717773,-80.2600936890,268.993988,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
CC:AB:2C:02:E8:3C,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-85,36.0985717773,-80.2600936890,268.993988,0,WIFI
CC:AB:2C:02:E8:3C,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
D4:04:CD:B4:37:54,ATTbX8MTWa,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-85,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DA:E5:26,WIFIDAE521-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-80,36.0985717773,-80.2600936890,268.993988,0,WIFI
AC:EC:80:A8:E7:05,STRONGER DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,149,-83,36.0985717773,-80.2600936890,268.993988,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,7,-86,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DA:E5:25,WIFIDAE521,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-87,36.0985717773,-80.2600936890,268.993988,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-78,36.0985717773,-80.2600936890,268.993988,0,WIFI
44:A5:6E:4F:6E:BB,NETGEAR79-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-88,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-81,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:3B:77:D2:3A:7D,casa de squirrel-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
44:A5:6E:4F:6E:BB,NETGEAR79-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-81,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:3B:77:D2:3A:7D,casa de squirrel-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-88,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
44:A5:6E:4F:6E:BB,NETGEAR79-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,153,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
82:2A:A8:55:30:81,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:22,157,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-84,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-83,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-84,36.0985374451,-80.2600784302,270.477997,0,WIFI
30:93:BC:7B:6A:77,MySpectrumWiFi70-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:22,157,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
78:71:9C:7C:EC:C5,TG1672GC2-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:22,157,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-84,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
CC:AB:2C:02:E8:34,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-88,36.0985374451,-80.2600784302,270.477997,0,WIFI
40:4C:77:76:F4:3C,MySpectrumWiFi3B-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-79,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-77,36.0985374451,-80.2600784302,270.477997,0,WIFI
E4:D5:3D:55:20:B8,Alan17,[WPA-PSK-CCMP+TKIP][ESS],2021-01-11 09:17:10,1,-82,36.0985374451,-80.2600784302,270.477997,0,WIFI
40:4C:77:76:F4:3C,MySpectrumWiFi3B-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-72,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DA:E5:25,WIFIDAE521,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-81,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-77,36.0985374451,-80.2600784302,270.477997,0,WIFI
CC:AB:2C:02:E8:34,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-87,36.0985374451,-80.2600784302,270.477997,0,WIFI
E4:D5:3D:55:20:B8,Alan17,[WPA-PSK-CCMP+TKIP][ESS],2021-01-11 09:17:10,1,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DA:E5:25,WIFIDAE521,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-84,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-70,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:5A:9E:76:3D:E1,TC8715DDB,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,1,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-83,36.0985374451,-80.2600784302,270.477997,0,WIFI
CC:AB:2C:02:E8:34,BoilerUp,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-85,36.0985374451,-80.2600784302,270.477997,0,WIFI
40:4C:77:76:F4:3C,MySpectrumWiFi3B-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-86,36.0985374451,-80.2600784302,270.477997,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,1,-72,36.0985374451,-80.2600784302,270.477997,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-86,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-82,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-88,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-86,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0985107422,-80.2600402832,272.825012,0,WIFI
A8:6B:AD:AE:CB:07,TG1672GE2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-81,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-87,36.0985107422,-80.2600402832,272.825012,0,WIFI
A0:39:EE:89:79:B2,MySpectrumWiFiac-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0985107422,-80.2600402832,272.825012,0,WIFI
B0:2A:43:EA:65:EF,Hammond Household,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-81,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-86,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-81,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-83,36.0985107422,-80.2600402832,272.825012,0,WIFI
A0:39:EE:89:79:B2,MySpectrumWiFiac-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0985107422,-80.2600402832,272.825012,0,WIFI
FE:EC:DA:A4:BA:55,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-85,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-82,36.0985107422,-80.2600402832,272.825012,0,WIFI
AC:3B:77:D2:3A:7C,casa de squirrel-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,6,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-84,36.0985107422,-80.2600402832,272.825012,0,WIFI
30:93:BC:7B:6A:77,MySpectrumWiFi70-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:22,157,-86,36.0985107422,-80.2600402832,272.825012,0,WIFI
78:71:9C:7C:EC:C5,TG1672GC2-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:22,157,-87,36.0985107422,-80.2600402832,272.825012,0,WIFI
10:DA:43:D4:32:A3,4Corners,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:21,157,-85,36.0985107422,-80.2600402832,272.825012,0,WIFI
C4:41:1E:17:AE:B9,tyoung,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:24,3,-85,36.0985107422,-80.2600402832,272.825012,0,WIFI
C4:41:1E:17:AE:B9,tyoung,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:24,2,-74,36.0984840393,-80.2600097656,273.648987,0,WIFI
40:4C:77:76:F4:3C,MySpectrumWiFi3B-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,2,-68,36.0984840393,-80.2600097656,273.648987,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,2,-61,36.0984840393,-80.2600097656,273.648987,0,WIFI
70:5A:9E:76:3D:E1,TC8715DDB,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:12,2,-83,36.0984840393,-80.2600097656,273.648987,0,WIFI
D0:51:57:B2:50:BA,1209clvrst,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:24,2,-80,36.0984840393,-80.2600097656,273.648987,0,WIFI
D0:51:57:B2:50:BB,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:24,2,-82,36.0984840393,-80.2600097656,273.648987,0,WIFI
70:77:81:DD:2A:D4,WIFIDD2AD0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,2,-68,36.0984840393,-80.2600097656,273.648987,0,WIFI
AC:EC:80:A8:E7:00,DEMON JUICE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:17:10,2,-77,36.0984840393,-80.2600097656,273.648987,0,WIFI
